repo,path,package,installed_version,fixed_version,vuln_id,severity,cvss,title
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-core,2.13.4,2.18.8,GHSA-r7wm-3cxj-wff9,HIGH,,jackson-core: Async parser maxNumberLength bypass via chunked digit accumulation (incomplete fix for GHSA-72hv-8253-57qq)
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.13.2.1,CVE-2020-36518,HIGH,7.5,jackson-databind: denial of service via a large depth of nested objects
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.13.1,CVE-2021-46877,HIGH,7.5,jackson-databind: Possible DoS if using JDK serialization to serialize JsonNode
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.13.4.2,CVE-2022-42003,HIGH,7.5,jackson-databind: deep wrapper array nesting wrt UNWRAP_SINGLE_VALUE_ARRAYS
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.13.4,CVE-2022-42004,HIGH,7.5,jackson-databind: use of deeply nested arrays
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.18.8,CVE-2026-54512,HIGH,8.1,jackson-databind: jackson-databind: Arbitrary code execution via PolymorphicTypeValidator bypass
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.18.8,CVE-2026-54513,HIGH,8.1,jackson-databind: Jackson-databind: Security bypass allows arbitrary code execution
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.14.0,CVE-2026-50193,MEDIUM,7.5,jackson-databind: Jackson-databind: Denial of Service via deeply nested JSON processing
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.18.8,CVE-2026-54514,MEDIUM,5.3,jackson-databind: jackson-databind: Information Disclosure via Eager DNS Resolution
defense-factory/ms-notification-service,pom.xml,com.fasterxml.jackson.core:jackson-databind,2.13.0,2.18.9,CVE-2026-54515,MEDIUM,5.3,jackson-databind: jackson-databind: Ignored properties can be unexpectedly modified
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-api,2.14.1,2.25.5,CVE-2026-49844,MEDIUM,5.9,org.apache.logging.log4j/log4j-api: Apache Log4j API: Malformed JSON output due to improper encoding of floating-point values
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.15.0,CVE-2021-44228,CRITICAL,10,log4j-core: Remote code execution in Log4j 2.x when logs contain an attacker-controlled string value
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.16.0,CVE-2021-45046,CRITICAL,9,log4j-core: DoS in log4j 2.x with thread context message pattern and context lookup pattern (incomplete fix for CVE-2021-44228)
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.17.0,CVE-2021-45105,HIGH,5.9,log4j-core: DoS in log4j 2.x with Thread Context Map (MDC) input data contains a recursive lookup and context lookup pattern
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.17.1,CVE-2021-44832,MEDIUM,6.6,log4j-core: remote code execution via JDBC Appender
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.25.3,CVE-2025-68161,MEDIUM,4.8,Apache Log4j: Apache Log4j Core: Information disclosure via missing TLS hostname verification
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.25.4,CVE-2026-34477,MEDIUM,5.9,org.apache.logging.log4j/log4j-core: Apache Log4j Core: Man-in-the-middle attack due to incomplete hostname verification
defense-factory/ms-notification-service,pom.xml,org.apache.logging.log4j:log4j-core,2.14.1,2.25.4,CVE-2026-34480,MEDIUM,7.5,org.apache.logging.log4j/log4j-core: Apache Log4j Core: Invalid XML output causes denial of service in logging
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.99,CVE-2025-24813,CRITICAL,9.8,tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-41293,CRITICAL,7.3,tomcat-coyote: Apache Tomcat: HTTP/2 request headers not validated
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-43512,CRITICAL,6.5,tomcat-coyote: Apache Tomcat: Authentication bypass via digest authentication
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-43515,CRITICAL,5.4,tomcat-coyote: tomcat: Improper Authorization allows security bypass
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.121,CVE-2026-65182,CRITICAL,8.2,Apache Tomcat: Apache Tomcat: Security constraint bypass due to improper access control
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.121,CVE-2026-65905,CRITICAL,4.8,tomcat: Apache Tomcat: Authentication bypass via limited replay attack in DIGEST authenticator
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.121,CVE-2026-68525,CRITICAL,6.5,org.apache.tomcat/tomcat: Apache Tomcat: Unauthorized resource access via FORM authentication bypass
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.69,CVE-2022-45143,HIGH,7.5,tomcat: JsonErrorReportValve injection
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.71,CVE-2023-24998,HIGH,7.5,FileUpload: FileUpload DoS with excessive parts
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.83,CVE-2023-46589,HIGH,7.5,tomcat: HTTP request smuggling via malformed trailer headers
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.90,CVE-2024-34750,HIGH,7.5,tomcat: Improper Handling of Exceptional Conditions
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.90,CVE-2024-38286,HIGH,7.5,tomcat: Denial of Service in Tomcat
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.98,CVE-2024-50379,HIGH,8.1,tomcat: RCE due to TOCTOU issue in JSP compilation
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.98,CVE-2024-56337,HIGH,8.1,tomcat: Incomplete fix for CVE-2024-50379 - RCE due to TOCTOU issue in JSP compilation
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.106,CVE-2025-48988,HIGH,5.3,tomcat: Apache Tomcat DoS in multipart upload
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.108,CVE-2025-48989,HIGH,7.5,"tomcat: http/2 ""MadeYouReset"" DoS attack through HTTP/2 control frames"
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.107,CVE-2025-52520,HIGH,3.7,tomcat: Apache Tomcat denial of service
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.107,CVE-2025-53506,HIGH,5.3,tomcat: Apache Tomcat denial of service
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.109,CVE-2025-55752,HIGH,7.5,tomcat: org.apache.tomcat/tomcat-catalina: Apache Tomcat: Directory traversal via rewrite with possible RCE
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.116,CVE-2026-24880,HIGH,4.3,Apache Tomcat: Apache Tomcat: HTTP Request/Response Smuggling via invalid chunk extension
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.116,CVE-2026-34483,HIGH,5.4,Apache Tomcat: Apache Tomcat: Information disclosure due to improper encoding in JsonAccessLogValve
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.117,CVE-2026-34487,HIGH,6.5,Apache Tomcat: Apache Tomcat: Information disclosure via sensitive data in log files
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-41284,HIGH,7.5,tomcat: Apache Tomcat: Denial of Service due to uncontrolled resource allocation
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-42498,HIGH,6.5,tomcat-coyote: Apache Tomcat: Information disclosure due to HTTP Authentication Header exposure during WebSocket authentication.
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-43513,HIGH,5.3,tomcat-catalina: Apache Tomcat: Improper Handling of Case Sensitivity in LockOutRealm
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.80,CVE-2023-41080,MEDIUM,6.1,tomcat: Open Redirect vulnerability in FORM authentication
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.81,CVE-2023-42795,MEDIUM,5.3,tomcat: improper cleaning of recycled objects could lead to information leak
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.81,CVE-2023-44487,MEDIUM,7.5,HTTP/2: Multiple HTTP/2 enabled web servers are vulnerable to a DDoS attack (Rapid Reset Attack)
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.81,CVE-2023-45648,MEDIUM,5.3,tomcat: incorrectly parsed http trailer headers can cause request smuggling
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.86,CVE-2024-24549,MEDIUM,7.5,Tomcat: HTTP/2 header handling DoS
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.106,CVE-2025-49124,MEDIUM,8.4,Apache Tomcat installer for Windows has an untrusted search path vulnerability
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.106,CVE-2025-49125,MEDIUM,3.7,tomcat: Apache Tomcat: Security constraint bypass for pre/post-resources
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.107,CVE-2025-52434,MEDIUM,5.3,tomcat: Apache Tomcat denial of service
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.106,CVE-2025-55668,MEDIUM,6.5,org.apache.tomcat/tomcat-catalina: tomcat: Apache Tomcat: session fixation via rewrite valve
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.113,CVE-2025-66614,MEDIUM,9.1,tomcat: Client certificate verification bypass due to virtual host mapping
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.116,CVE-2026-25854,MEDIUM,4.3,Apache Tomcat: Apache Tomcat: Open Redirect vulnerability via LoadBalancerDrainingValve
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.105,CVE-2025-46701,LOW,6.5,tomcat: Apache Tomcat: Security constraint bypass for CGI scripts
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.109,CVE-2025-55754,LOW,3.5,org.apache.tomcat/tomcat-juli: tomcat: Apache Tomcat: console manipulation
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.110,CVE-2025-61795,LOW,5.3,tomcat: org.apache.tomcat/tomcat-catalina: Apache Tomcat: Denial of service
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,9.0.118,CVE-2026-43514,LOW,3.7,tomcat-coyote: Apache Tomcat: Information disclosure via AJP secret timing discrepancy
defense-factory/ms-notification-service,pom.xml,org.apache.tomcat.embed:tomcat-embed-websocket,9.0.68,9.0.86,CVE-2024-23672,MEDIUM,7.5,Tomcat: WebSocket DoS with incomplete closing handshake
defense-factory/ms-notification-service,pom.xml,org.springframework.boot:spring-boot,2.7.5,3.3.11,CVE-2025-22235,HIGH,7.3,org.springframework.boot/spring-boot: Spring Boot EndpointRequest.to() creates wrong matcher if actuator endpoint is not exposed
defense-factory/ms-notification-service,pom.xml,org.springframework.boot:spring-boot,2.7.5,3.5.14,CVE-2026-40973,HIGH,7,Spring Boot: Spring Boot: Arbitrary Code Execution and Session Hijacking via predictable temporary directory
defense-factory/ms-notification-service,pom.xml,org.springframework.boot:spring-boot-autoconfigure,2.7.5,2.7.12,CVE-2023-20883,HIGH,7.5,spring-boot: Spring Boot Welcome Page DoS Vulnerability
defense-factory/ms-notification-service,pom.xml,org.springframework.boot:spring-boot-autoconfigure,2.7.5,3.5.15,CVE-2026-41001,MEDIUM,5.3,spring-boot: Spring Boot: Local attacker can manipulate data directory due to predictable path
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-context,5.3.23,6.1.14,CVE-2024-38820,MEDIUM,5.3,The fix for CVE-2022-22968 made disallowedFieldspatterns in DataBinder ...
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-context,5.3.23,6.1.20,CVE-2025-22233,LOW,3.1,"CVE-2024-38820 ensured Locale-independent, lowercase conversion for bo ..."
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-core,5.3.23,6.2.11,CVE-2025-41249,HIGH,7.5,org.springframework/spring-core: Spring Framework Annotation Detection Vulnerability
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-core,5.3.23,6.2.19,CVE-2026-41848,LOW,7.5,spring-framework: Spring Framework: Regular Expression Denial of Service in AntPathMatcher
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,5.3.27,CVE-2023-20863,HIGH,6.5,springframework: Spring Expression DoS Vulnerability
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,,CVE-2026-41849,HIGH,5.9,spring-framework: Spring Framework: Denial of Service via integer overflow in SpEL
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,6.2.19,CVE-2026-41850,HIGH,5.9,spring-framework: Spring Framework: Denial of Service via specially crafted SpEL expressions
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,5.3.26,CVE-2023-20861,MEDIUM,6.5,springframework: Spring Expression DoS Vulnerability
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,5.3.39,CVE-2024-38808,MEDIUM,5.9,spring-expression: Denial of service when processing a specially crafted Spring Expression Language expression
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,6.2.19,CVE-2026-41851,MEDIUM,7.5,Spring Framework: Spring Framework: Denial of Service via unbounded cache growth in SpEL evaluation
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-expression,5.3.23,6.2.19,CVE-2026-41852,LOW,5.3,spring-framework: org.springframework/spring-expression: Spring Framework: SpEL vulnerability allows unintended application logic invocation
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,6.0.0,CVE-2016-1000027,CRITICAL,9.8,spring: HttpInvokerServiceExporter readRemoteInvocation method untrusted java deserialization
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,5.3.32,CVE-2024-22243,HIGH,3.4,springframework: URL Parsing with Host Validation
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,5.3.33,CVE-2024-22259,HIGH,8.1,springframework: URL Parsing with Host Validation
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,5.3.34,CVE-2024-22262,HIGH,8.1,springframework: URL Parsing with Host Validation
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,5.3.38,CVE-2024-38809,MEDIUM,5.3,org.springframework:spring-web: Spring Framework DoS via conditional HTTP request
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-web,5.3.23,6.1.14,CVE-2024-38820,MEDIUM,5.3,The fix for CVE-2022-22968 made disallowedFieldspatterns in DataBinder ...
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,5.3.26,CVE-2023-20860,CRITICAL,7.5,springframework: Security Bypass With Un-Prefixed Double Wildcard Pattern
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.1.13,CVE-2024-38816,HIGH,7.5,spring-webmvc: Path Traversal Vulnerability in Spring Applications Using RouterFunctions and FileSystemResource
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.1.14,CVE-2024-38819,HIGH,7.5,org.springframework:spring-webmvc: Path traversal vulnerability in functional web frameworks
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41842,HIGH,5.9,spring-framework: Spring Framework: Denial of Service when resolving static resources
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41845,HIGH,6.1,org.springframework: Spring Framework: Cross-site scripting (XSS) via incorrect JavaScript escaping
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,5.3.42,CVE-2024-38828,MEDIUM,5.3,org.springframework:spring-webmvc: DoS via Spring MVC controller method with byte[] parameter
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.10,CVE-2025-41242,MEDIUM,5.9,org.springframework/spring-webmvc: Spring Framework MVC path traversal vulnerability
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.17,CVE-2026-22737,MEDIUM,6.5,Spring Framework: Spring Framework: Information disclosure via Java scripting engine enabled template views
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.18,CVE-2026-22745,MEDIUM,5.3,spring-webflux: Spring MVC and Spring WebFlux: Denial of Service via slow static resource resolution on Windows
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41841,MEDIUM,5.9,Spring MVC and WebFlux applications are vulnerable to Information Disc ...
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41843,MEDIUM,5.9,spring-webflux: spring-webmvc: Spring Framework: Information Disclosure via Path Traversal
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41844,MEDIUM,6.1,Spring Framework: Spring Framework: Open Redirect via crafted link
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41846,MEDIUM,6.1,Spring Framework: Spring Framework: Cross-site scripting (XSS) via user-supplied values in JSP form tags
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.19,CVE-2026-41853,MEDIUM,5.3,Spring Framework: Spring Framework: Request smuggling vulnerability in Spring MVC and WebFlux
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.17,CVE-2026-22735,LOW,2.6,org.springframework/spring-webmvc: org.springframework/spring-webflux: Spring MVC and WebFlux: Stream corruption vulnerability when using Server-Sent Events
defense-factory/ms-notification-service,pom.xml,org.springframework:spring-webmvc,5.3.23,6.2.18,CVE-2026-22741,LOW,5.9,Spring MVC: Spring WebFlux: Spring MVC and Spring WebFlux: Denial of Service via cache poisoning
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,2.0,CVE-2022-1471,HIGH,9.8,SnakeYaml: Constructor Deserialization Remote Code Execution
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.31,CVE-2022-25857,HIGH,7.5,snakeyaml: Denial of Service due to missing nested depth limitation for collections
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.31,CVE-2022-38749,MEDIUM,6.5,snakeyaml: Uncaught exception in org.yaml.snakeyaml.composer.Composer.composeSequenceNode
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.31,CVE-2022-38750,MEDIUM,5.5,snakeyaml: Uncaught exception in org.yaml.snakeyaml.constructor.BaseConstructor.constructObject
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.31,CVE-2022-38751,MEDIUM,6.5,snakeyaml: Uncaught exception in java.base/java.util.regex.Pattern$Ques.match
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.32,CVE-2022-38752,MEDIUM,6.5,snakeyaml: Uncaught exception in java.base/java.util.ArrayList.hashCode
defense-factory/ms-notification-service,pom.xml,org.yaml:snakeyaml,1.30,1.32,CVE-2022-41854,MEDIUM,6.5,dev-java/snakeyaml: DoS via stack overflow
